,property_id,check_in_date,room_category,successful_bookings,capacity,check_in_date_format
4672,16560,16-Jun-22,RT3,12,20,2022-06-16
4673,17561,16-Jun-22,RT3,12,19,2022-06-16
4674,19560,16-Jun-22,RT3,11,19,2022-06-16
4675,16558,16-Jun-22,RT4,2,3,2022-06-16
4676,16562,16-Jun-22,RT4,4,6,2022-06-16
4677,16560,16-Jun-22,RT4,4,7,2022-06-16
4678,19561,16-Jun-22,RT4,4,7,2022-06-16
4679,16561,16-Jun-22,RT4,6,10,2022-06-16
4680,17560,16-Jun-22,RT4,6,13,2022-06-16
4681,18561,16-Jun-22,RT4,6,9,2022-06-16
4682,19559,16-Jun-22,RT4,1,3,2022-06-16
4683,17564,16-Jun-22,RT4,8,17,2022-06-16
4684,18560,16-Jun-22,RT4,9,15,2022-06-16
4685,19560,16-Jun-22,RT4,11,16,2022-06-16
4686,18559,16-Jun-22,RT4,10,19,2022-06-16
4687,17563,16-Jun-22,RT4,12,19,2022-06-16
4688,19562,16-Jun-22,RT4,10,14,2022-06-16
4689,17559,16-Jun-22,RT4,9,14,2022-06-16
4690,18558,16-Jun-22,RT4,11,20,2022-06-16
4691,18562,16-Jun-22,RT4,11,20,2022-06-16
4692,18563,16-Jun-22,RT4,9,18,2022-06-16
4693,16563,16-Jun-22,RT4,11,18,2022-06-16
4694,16559,16-Jun-22,RT4,13,18,2022-06-16
4695,17558,16-Jun-22,RT4,3,6,2022-06-16
4696,17562,16-Jun-22,RT4,3,6,2022-06-16
4697,19563,16-Jun-22,RT4,3,6,2022-06-16
4698,19558,16-Jun-22,RT4,3,7,2022-06-16
4699,17561,16-Jun-22,RT4,3,4,2022-06-16
4700,16559,17-Jun-22,RT1,21,30,2022-06-17
4701,18560,17-Jun-22,RT1,17,30,2022-06-17
4702,19562,17-Jun-22,RT1,18,30,2022-06-17
4703,19563,17-Jun-22,RT1,13,30,2022-06-17
4704,17558,17-Jun-22,RT1,9,19,2022-06-17
4705,16558,17-Jun-22,RT1,10,19,2022-06-17
4706,17560,17-Jun-22,RT1,22,40,2022-06-17
4707,19558,17-Jun-22,RT1,18,40,2022-06-17
4708,19560,17-Jun-22,RT1,15,26,2022-06-17
4709,17561,17-Jun-22,RT1,16,26,2022-06-17
4710,16560,17-Jun-22,RT1,17,34,2022-06-17
4711,16561,17-Jun-22,RT1,10,18,2022-06-17
4712,16562,17-Jun-22,RT1,14,31,2022-06-17
4713,16563,17-Jun-22,RT1,24,41,2022-06-17
4714,17559,17-Jun-22,RT1,20,32,2022-06-17
4715,17562,17-Jun-22,RT1,8,20,2022-06-17
4716,17563,17-Jun-22,RT1,14,25,2022-06-17
4717,18558,17-Jun-22,RT1,8,15,2022-06-17
4718,18559,17-Jun-22,RT1,17,42,2022-06-17
4719,18561,17-Jun-22,RT1,23,33,2022-06-17
4720,18562,17-Jun-22,RT1,21,38,2022-06-17
4721,18563,17-Jun-22,RT1,13,27,2022-06-17
4722,19559,17-Jun-22,RT1,13,24,2022-06-17
4723,19561,17-Jun-22,RT1,18,36,2022-06-17
4724,17564,17-Jun-22,RT1,7,16,2022-06-17
4725,19562,17-Jun-22,RT2,15,23,2022-06-17
4726,18563,17-Jun-22,RT2,13,29,2022-06-17
4727,17561,17-Jun-22,RT2,21,36,2022-06-17
4728,17558,17-Jun-22,RT2,24,50,2022-06-17
4729,16562,17-Jun-22,RT2,22,43,2022-06-17
4730,16561,17-Jun-22,RT2,17,24,2022-06-17
4731,16558,17-Jun-22,RT2,14,22,2022-06-17
4732,19560,17-Jun-22,RT2,24,38,2022-06-17
4733,16563,17-Jun-22,RT2,26,38,2022-06-17
4734,16559,17-Jun-22,RT2,24,41,2022-06-17
4735,19559,17-Jun-22,RT2,20,41,2022-06-17
4736,19558,17-Jun-22,RT2,16,39,2022-06-17
4737,17559,17-Jun-22,RT2,26,39,2022-06-17
4738,16560,17-Jun-22,RT2,17,34,2022-06-17
4739,18562,17-Jun-22,RT2,20,34,2022-06-17
4740,18559,17-Jun-22,RT2,18,44,2022-06-17
4741,17563,17-Jun-22,RT2,29,44,2022-06-17
4742,17562,17-Jun-22,RT2,14,30,2022-06-17
4743,18558,17-Jun-22,RT2,17,30,2022-06-17
4744,17564,17-Jun-22,RT2,19,40,2022-06-17
4745,18561,17-Jun-22,RT2,26,40,2022-06-17
4746,18560,17-Jun-22,RT2,25,40,2022-06-17
4747,17560,17-Jun-22,RT2,25,45,2022-06-17
4748,19561,17-Jun-22,RT2,24,45,2022-06-17
4749,19563,17-Jun-22,RT2,23,45,2022-06-17
4750,19563,17-Jun-22,RT3,14,29,2022-06-17
4751,19562,17-Jun-22,RT3,16,29,2022-06-17
4752,19561,17-Jun-22,RT3,14,29,2022-06-17
4753,18562,17-Jun-22,RT3,20,29,2022-06-17
4754,17558,17-Jun-22,RT3,16,27,2022-06-17
4755,17562,17-Jun-22,RT3,11,27,2022-06-17
4756,19559,17-Jun-22,RT3,15,27,2022-06-17
4757,16559,17-Jun-22,RT3,20,32,2022-06-17
4758,16558,17-Jun-22,RT3,5,8,2022-06-17
4759,18561,17-Jun-22,RT3,17,25,2022-06-17
4760,16563,17-Jun-22,RT3,15,20,2022-06-17
4761,18558,17-Jun-22,RT3,15,26,2022-06-17
4762,18560,17-Jun-22,RT3,13,24,2022-06-17
4763,18559,17-Jun-22,RT3,9,23,2022-06-17
4764,19558,17-Jun-22,RT3,9,21,2022-06-17
4765,17564,17-Jun-22,RT3,9,24,2022-06-17
4766,16560,17-Jun-22,RT3,10,20,2022-06-17
4767,16562,17-Jun-22,RT3,10,18,2022-06-17
4768,17559,17-Jun-22,RT3,10,16,2022-06-17
4769,17563,17-Jun-22,RT3,10,16,2022-06-17
4770,18563,17-Jun-22,RT3,10,23,2022-06-17
4771,17560,17-Jun-22,RT3,12,25,2022-06-17
4772,17561,17-Jun-22,RT3,12,19,2022-06-17
4773,19560,17-Jun-22,RT3,12,19,2022-06-17
4774,16561,17-Jun-22,RT3,11,21,2022-06-17
4775,16558,17-Jun-22,RT4,2,3,2022-06-17
4776,19558,17-Jun-22,RT4,4,7,2022-06-17
4777,18561,17-Jun-22,RT4,5,9,2022-06-17
4778,17560,17-Jun-22,RT4,6,13,2022-06-17
4779,16561,17-Jun-22,RT4,7,10,2022-06-17
4780,19559,17-Jun-22,RT4,1,3,2022-06-17
4781,17564,17-Jun-22,RT4,7,17,2022-06-17
4782,18560,17-Jun-22,RT4,10,15,2022-06-17
4783,19560,17-Jun-22,RT4,10,16,2022-06-17
4784,18559,17-Jun-22,RT4,9,19,2022-06-17
4785,17563,17-Jun-22,RT4,13,19,2022-06-17
4786,19562,17-Jun-22,RT4,10,14,2022-06-17
4787,17559,17-Jun-22,RT4,8,14,2022-06-17
4788,18558,17-Jun-22,RT4,10,20,2022-06-17
4789,18562,17-Jun-22,RT4,12,20,2022-06-17
4790,18563,17-Jun-22,RT4,9,18,2022-06-17
4791,16563,17-Jun-22,RT4,13,18,2022-06-17
4792,16559,17-Jun-22,RT4,10,18,2022-06-17
4793,16562,17-Jun-22,RT4,3,6,2022-06-17
4794,17558,17-Jun-22,RT4,3,6,2022-06-17
4795,17562,17-Jun-22,RT4,3,6,2022-06-17
4796,19563,17-Jun-22,RT4,3,6,2022-06-17
4797,16560,17-Jun-22,RT4,3,7,2022-06-17
4798,19561,17-Jun-22,RT4,3,7,2022-06-17
4799,17561,17-Jun-22,RT4,3,4,2022-06-17
4800,16559,18-Jun-22,RT1,29,30,2022-06-18
4801,18560,18-Jun-22,RT1,26,30,2022-06-18
4802,19562,18-Jun-22,RT1,27,30,2022-06-18
4803,19563,18-Jun-22,RT1,22,30,2022-06-18
4804,17558,18-Jun-22,RT1,14,19,2022-06-18
4805,16558,18-Jun-22,RT1,17,19,2022-06-18
4806,17560,18-Jun-22,RT1,29,40,2022-06-18
4807,19558,18-Jun-22,RT1,23,40,2022-06-18
4808,19560,18-Jun-22,RT1,24,26,2022-06-18
4809,17561,18-Jun-22,RT1,22,26,2022-06-18
4810,16560,18-Jun-22,RT1,25,34,2022-06-18
4811,16561,18-Jun-22,RT1,17,18,2022-06-18
4812,16562,18-Jun-22,RT1,22,31,2022-06-18
4813,16563,18-Jun-22,RT1,37,41,2022-06-18
4814,17559,18-Jun-22,RT1,32,32,2022-06-18
4815,17562,18-Jun-22,RT1,12,20,2022-06-18
4816,17563,18-Jun-22,RT1,22,25,2022-06-18
4817,18558,18-Jun-22,RT1,12,15,2022-06-18
4818,18559,18-Jun-22,RT1,26,42,2022-06-18
4819,18561,18-Jun-22,RT1,28,33,2022-06-18
4820,18562,18-Jun-22,RT1,38,38,2022-06-18
4821,18563,18-Jun-22,RT1,18,27,2022-06-18
4822,19559,18-Jun-22,RT1,17,24,2022-06-18
4823,19561,18-Jun-22,RT1,25,36,2022-06-18
4824,17564,18-Jun-22,RT1,10,16,2022-06-18
4825,19562,18-Jun-22,RT2,20,23,2022-06-18
4826,18563,18-Jun-22,RT2,21,29,2022-06-18
4827,17561,18-Jun-22,RT2,32,36,2022-06-18
4828,17558,18-Jun-22,RT2,34,50,2022-06-18
4829,16562,18-Jun-22,RT2,32,43,2022-06-18
4830,16561,18-Jun-22,RT2,23,24,2022-06-18
4831,16558,18-Jun-22,RT2,21,22,2022-06-18
4832,19560,18-Jun-22,RT2,33,38,2022-06-18
4833,16563,18-Jun-22,RT2,34,38,2022-06-18
4834,16559,18-Jun-22,RT2,37,41,2022-06-18
4835,19559,18-Jun-22,RT2,30,41,2022-06-18
4836,19558,18-Jun-22,RT2,22,39,2022-06-18
4837,17559,18-Jun-22,RT2,36,39,2022-06-18
4838,16560,18-Jun-22,RT2,24,34,2022-06-18
4839,18562,18-Jun-22,RT2,32,34,2022-06-18
4840,18559,18-Jun-22,RT2,30,44,2022-06-18
4841,17563,18-Jun-22,RT2,41,44,2022-06-18
4842,17562,18-Jun-22,RT2,20,30,2022-06-18
4843,18558,18-Jun-22,RT2,22,30,2022-06-18
4844,17564,18-Jun-22,RT2,26,40,2022-06-18
4845,18561,18-Jun-22,RT2,37,40,2022-06-18
4846,18560,18-Jun-22,RT2,37,40,2022-06-18
4847,17560,18-Jun-22,RT2,35,45,2022-06-18
4848,19561,18-Jun-22,RT2,32,45,2022-06-18
4849,19563,18-Jun-22,RT2,34,45,2022-06-18
4850,19563,18-Jun-22,RT3,20,29,2022-06-18
4851,19562,18-Jun-22,RT3,29,29,2022-06-18
4852,19561,18-Jun-22,RT3,20,29,2022-06-18
4853,18562,18-Jun-22,RT3,27,29,2022-06-18
4854,17558,18-Jun-22,RT3,21,27,2022-06-18
4855,17562,18-Jun-22,RT3,16,27,2022-06-18
4856,19559,18-Jun-22,RT3,21,27,2022-06-18
4857,16559,18-Jun-22,RT3,29,32,2022-06-18
4858,16558,18-Jun-22,RT3,7,8,2022-06-18
4859,17560,18-Jun-22,RT3,18,25,2022-06-18
4860,18561,18-Jun-22,RT3,22,25,2022-06-18
4861,16561,18-Jun-22,RT3,20,21,2022-06-18
4862,16563,18-Jun-22,RT3,19,20,2022-06-18
4863,17561,18-Jun-22,RT3,18,19,2022-06-18
4864,18558,18-Jun-22,RT3,19,26,2022-06-18
4865,18560,18-Jun-22,RT3,23,24,2022-06-18
4866,18563,18-Jun-22,RT3,17,23,2022-06-18
4867,19560,18-Jun-22,RT3,16,19,2022-06-18
4868,16562,18-Jun-22,RT3,13,18,2022-06-18
4869,17563,18-Jun-22,RT3,13,16,2022-06-18
4870,18559,18-Jun-22,RT3,13,23,2022-06-18
4871,16560,18-Jun-22,RT3,14,20,2022-06-18
4872,17559,18-Jun-22,RT3,14,16,2022-06-18
4873,17564,18-Jun-22,RT3,14,24,2022-06-18
4874,19558,18-Jun-22,RT3,12,21,2022-06-18
4875,19559,18-Jun-22,RT4,2,3,2022-06-18
4876,16562,18-Jun-22,RT4,4,6,2022-06-18
4877,17558,18-Jun-22,RT4,4,6,2022-06-18
4878,17562,18-Jun-22,RT4,4,6,2022-06-18
4879,19558,18-Jun-22,RT4,4,7,2022-06-18
4880,19561,18-Jun-22,RT4,5,7,2022-06-18
4881,19563,18-Jun-22,RT4,5,6,2022-06-18
4882,16560,18-Jun-22,RT4,6,7,2022-06-18
4883,16561,18-Jun-22,RT4,9,10,2022-06-18
4884,17560,18-Jun-22,RT4,9,13,2022-06-18
4885,18561,18-Jun-22,RT4,9,9,2022-06-18
4886,17564,18-Jun-22,RT4,10,17,2022-06-18
4887,18560,18-Jun-22,RT4,14,15,2022-06-18
4888,19560,18-Jun-22,RT4,15,16,2022-06-18
4889,18559,18-Jun-22,RT4,11,19,2022-06-18
4890,17563,18-Jun-22,RT4,17,19,2022-06-18
4891,19562,18-Jun-22,RT4,11,14,2022-06-18
4892,17559,18-Jun-22,RT4,13,14,2022-06-18
4893,18558,18-Jun-22,RT4,15,20,2022-06-18
4894,18562,18-Jun-22,RT4,18,20,2022-06-18
4895,18563,18-Jun-22,RT4,13,18,2022-06-18
4896,16563,18-Jun-22,RT4,18,18,2022-06-18
4897,16559,18-Jun-22,RT4,18,18,2022-06-18
4898,17561,18-Jun-22,RT4,3,4,2022-06-18
4899,16558,18-Jun-22,RT4,3,3,2022-06-18
4900,19563,19-Jun-22,RT3,19,29,2022-06-19
4901,18560,19-Jun-22,RT1,25,30,2022-06-19
4902,19562,19-Jun-22,RT1,26,30,2022-06-19
4903,19563,19-Jun-22,RT1,17,30,2022-06-19
4904,17558,19-Jun-22,RT1,12,19,2022-06-19
4905,16558,19-Jun-22,RT1,13,19,2022-06-19
4906,17560,19-Jun-22,RT1,26,40,2022-06-19
4907,19558,19-Jun-22,RT1,21,40,2022-06-19
4908,19560,19-Jun-22,RT1,21,26,2022-06-19
4909,17561,19-Jun-22,RT1,17,26,2022-06-19
4910,16560,19-Jun-22,RT1,20,34,2022-06-19
4911,16561,19-Jun-22,RT1,12,18,2022-06-19
4912,16562,19-Jun-22,RT1,18,31,2022-06-19
4913,16563,19-Jun-22,RT1,31,41,2022-06-19
4914,17559,19-Jun-22,RT1,26,32,2022-06-19
4915,17562,19-Jun-22,RT1,10,20,2022-06-19
4916,17563,19-Jun-22,RT1,17,25,2022-06-19
4917,18558,19-Jun-22,RT1,10,15,2022-06-19
4918,18559,19-Jun-22,RT1,21,42,2022-06-19
4919,18561,19-Jun-22,RT1,24,33,2022-06-19
4920,18562,19-Jun-22,RT1,30,38,2022-06-19
4921,18563,19-Jun-22,RT1,15,27,2022-06-19
4922,19559,19-Jun-22,RT1,16,24,2022-06-19
4923,19561,19-Jun-22,RT1,22,36,2022-06-19
4924,17564,19-Jun-22,RT1,8,16,2022-06-19
4925,19562,19-Jun-22,RT2,19,23,2022-06-19
4926,18563,19-Jun-22,RT2,16,29,2022-06-19
4927,17561,19-Jun-22,RT2,24,36,2022-06-19
4928,17558,19-Jun-22,RT2,34,50,2022-06-19
4929,16562,19-Jun-22,RT2,25,43,2022-06-19
4930,16561,19-Jun-22,RT2,17,24,2022-06-19
4931,16558,19-Jun-22,RT2,19,22,2022-06-19
4932,19560,19-Jun-22,RT2,26,38,2022-06-19
4933,16563,19-Jun-22,RT2,25,38,2022-06-19
4934,16559,19-Jun-22,RT2,29,41,2022-06-19
4935,19559,19-Jun-22,RT2,23,41,2022-06-19
4936,19558,19-Jun-22,RT2,19,39,2022-06-19
4937,17559,19-Jun-22,RT2,29,39,2022-06-19
4938,16560,19-Jun-22,RT2,19,34,2022-06-19
4939,18562,19-Jun-22,RT2,23,34,2022-06-19
4940,18559,19-Jun-22,RT2,22,44,2022-06-19
4941,17563,19-Jun-22,RT2,30,44,2022-06-19
4942,17562,19-Jun-22,RT2,17,30,2022-06-19
4943,18558,19-Jun-22,RT2,16,30,2022-06-19
4944,17564,19-Jun-22,RT2,19,40,2022-06-19
4945,18561,19-Jun-22,RT2,32,40,2022-06-19
4946,18560,19-Jun-22,RT2,35,40,2022-06-19
4947,17560,19-Jun-22,RT2,28,45,2022-06-19
4948,19561,19-Jun-22,RT2,26,45,2022-06-19
4949,19563,19-Jun-22,RT2,26,45,2022-06-19
4950,16559,19-Jun-22,RT1,22,30,2022-06-19
4951,19562,19-Jun-22,RT3,21,29,2022-06-19
4952,19561,19-Jun-22,RT3,18,29,2022-06-19
4953,18562,19-Jun-22,RT3,20,29,2022-06-19
4954,17558,19-Jun-22,RT3,16,27,2022-06-19
4955,17562,19-Jun-22,RT3,13,27,2022-06-19
4956,19559,19-Jun-22,RT3,17,27,2022-06-19
4957,16559,19-Jun-22,RT3,24,32,2022-06-19
4958,16558,19-Jun-22,RT3,6,8,2022-06-19
4959,17560,19-Jun-22,RT3,16,25,2022-06-19
4960,18561,19-Jun-22,RT3,17,25,2022-06-19
4961,17561,19-Jun-22,RT3,16,19,2022-06-19
4962,18558,19-Jun-22,RT3,17,26,2022-06-19
4963,18560,19-Jun-22,RT3,21,24,2022-06-19
4964,18563,19-Jun-22,RT3,15,23,2022-06-19
4965,19560,19-Jun-22,RT3,15,19,2022-06-19
4966,16563,19-Jun-22,RT3,13,20,2022-06-19
4967,16561,19-Jun-22,RT3,14,21,2022-06-19
4968,17564,19-Jun-22,RT3,14,24,2022-06-19
4969,16560,19-Jun-22,RT3,12,20,2022-06-19
4970,16562,19-Jun-22,RT3,12,18,2022-06-19
4971,19558,19-Jun-22,RT3,12,21,2022-06-19
4972,17559,19-Jun-22,RT3,11,16,2022-06-19
4973,17563,19-Jun-22,RT3,11,16,2022-06-19
4974,18559,19-Jun-22,RT3,11,23,2022-06-19
4975,19559,19-Jun-22,RT4,2,3,2022-06-19
4976,16558,19-Jun-22,RT4,2,3,2022-06-19
4977,16562,19-Jun-22,RT4,4,6,2022-06-19
4978,17558,19-Jun-22,RT4,4,6,2022-06-19
4979,19563,19-Jun-22,RT4,4,6,2022-06-19
4980,16560,19-Jun-22,RT4,4,7,2022-06-19
4981,19561,19-Jun-22,RT4,4,7,2022-06-19
4982,18561,19-Jun-22,RT4,6,9,2022-06-19
4983,16561,19-Jun-22,RT4,7,10,2022-06-19
4984,17560,19-Jun-22,RT4,8,13,2022-06-19
4985,17564,19-Jun-22,RT4,8,17,2022-06-19
4986,18560,19-Jun-22,RT4,11,15,2022-06-19
4987,19560,19-Jun-22,RT4,14,16,2022-06-19
4988,18559,19-Jun-22,RT4,8,19,2022-06-19
4989,17563,19-Jun-22,RT4,15,19,2022-06-19
4990,19562,19-Jun-22,RT4,9,14,2022-06-19
4991,17559,19-Jun-22,RT4,11,14,2022-06-19
4992,18558,19-Jun-22,RT4,11,20,2022-06-19
4993,18562,19-Jun-22,RT4,14,20,2022-06-19
4994,18563,19-Jun-22,RT4,11,18,2022-06-19
4995,16563,19-Jun-22,RT4,12,18,2022-06-19
4996,16559,19-Jun-22,RT4,13,18,2022-06-19
4997,17562,19-Jun-22,RT4,3,6,2022-06-19
4998,19558,19-Jun-22,RT4,3,7,2022-06-19
4999,17561,19-Jun-22,RT4,3,4,2022-06-19
5000,16559,20-Jun-22,RT1,18,30,2022-06-20
5001,19562,20-Jun-22,RT1,16,30,2022-06-20
5002,19563,20-Jun-22,RT1,15,30,2022-06-20
5003,17558,20-Jun-22,RT1,7,19,2022-06-20
5004,16558,20-Jun-22,RT1,12,19,2022-06-20
5005,17560,20-Jun-22,RT1,15,40,2022-06-20
5006,19558,20-Jun-22,RT1,11,40,2022-06-20
5007,19560,20-Jun-22,RT1,14,26,2022-06-20
5008,17561,20-Jun-22,RT1,11,26,2022-06-20
5009,16560,20-Jun-22,RT1,13,34,2022-06-20
5010,16561,20-Jun-22,RT1,10,18,2022-06-20
5011,16562,20-Jun-22,RT1,12,31,2022-06-20
5012,16563,20-Jun-22,RT1,22,41,2022-06-20
5013,17559,20-Jun-22,RT1,18,32,2022-06-20
5014,17562,20-Jun-22,RT1,8,20,2022-06-20
5015,17563,20-Jun-22,RT1,13,25,2022-06-20
5016,18558,20-Jun-22,RT1,7,15,2022-06-20
5017,18559,20-Jun-22,RT1,13,42,2022-06-20
5018,18561,20-Jun-22,RT1,18,33,2022-06-20
5019,18562,20-Jun-22,RT1,19,38,2022-06-20
5020,18563,20-Jun-22,RT1,12,27,2022-06-20
5021,19559,20-Jun-22,RT1,10,24,2022-06-20
5022,19561,20-Jun-22,RT1,17,36,2022-06-20
5023,17564,20-Jun-22,RT1,6,16,2022-06-20
5024,19562,20-Jun-22,RT2,11,23,2022-06-20
5025,18563,20-Jun-22,RT2,14,29,2022-06-20
5026,17561,20-Jun-22,RT2,21,36,2022-06-20
5027,17558,20-Jun-22,RT2,21,50,2022-06-20
5028,16562,20-Jun-22,RT2,19,43,2022-06-20
5029,16561,20-Jun-22,RT2,12,24,2022-06-20
5030,16558,20-Jun-22,RT2,11,22,2022-06-20
5031,19560,20-Jun-22,RT2,20,38,2022-06-20
5032,16563,20-Jun-22,RT2,17,38,2022-06-20
5033,16559,20-Jun-22,RT2,20,41,2022-06-20
5034,19559,20-Jun-22,RT2,21,41,2022-06-20
5035,19558,20-Jun-22,RT2,13,39,2022-06-20
5036,17559,20-Jun-22,RT2,17,39,2022-06-20
5037,16560,20-Jun-22,RT2,17,34,2022-06-20
5038,18562,20-Jun-22,RT2,15,34,2022-06-20
5039,18559,20-Jun-22,RT2,17,44,2022-06-20
5040,17563,20-Jun-22,RT2,23,44,2022-06-20
5041,17562,20-Jun-22,RT2,11,30,2022-06-20
5042,18558,20-Jun-22,RT2,12,30,2022-06-20
5043,17564,20-Jun-22,RT2,13,40,2022-06-20
5044,18561,20-Jun-22,RT2,21,40,2022-06-20
5045,18560,20-Jun-22,RT2,19,40,2022-06-20
5046,17560,20-Jun-22,RT2,18,45,2022-06-20
5047,19561,20-Jun-22,RT2,16,45,2022-06-20
5048,19563,20-Jun-22,RT2,18,45,2022-06-20
5049,19563,20-Jun-22,RT3,14,29,2022-06-20
5050,18560,20-Jun-22,RT1,17,30,2022-06-20
5051,19562,20-Jun-22,RT3,14,29,2022-06-20
5052,19561,20-Jun-22,RT3,11,29,2022-06-20
5053,18562,20-Jun-22,RT3,16,29,2022-06-20
5054,17558,20-Jun-22,RT3,11,27,2022-06-20
5055,17562,20-Jun-22,RT3,8,27,2022-06-20
5056,19559,20-Jun-22,RT3,11,27,2022-06-20
5057,16559,20-Jun-22,RT3,17,32,2022-06-20
5058,16558,20-Jun-22,RT3,3,8,2022-06-20
5059,16562,20-Jun-22,RT3,8,18,2022-06-20
5060,17559,20-Jun-22,RT3,8,16,2022-06-20
5061,19558,20-Jun-22,RT3,8,21,2022-06-20
5062,18561,20-Jun-22,RT3,13,25,2022-06-20
5063,17563,20-Jun-22,RT3,9,16,2022-06-20
5064,18559,20-Jun-22,RT3,9,23,2022-06-20
5065,18563,20-Jun-22,RT3,9,23,2022-06-20
5066,19560,20-Jun-22,RT3,9,19,2022-06-20
5067,16560,20-Jun-22,RT3,10,20,2022-06-20
5068,17564,20-Jun-22,RT3,10,24,2022-06-20
5069,16563,20-Jun-22,RT3,12,20,2022-06-20
5070,16561,20-Jun-22,RT3,11,21,2022-06-20
5071,17560,20-Jun-22,RT3,11,25,2022-06-20
5072,17561,20-Jun-22,RT3,11,19,2022-06-20
5073,18558,20-Jun-22,RT3,11,26,2022-06-20
5074,18560,20-Jun-22,RT3,11,24,2022-06-20
5075,17561,20-Jun-22,RT4,2,4,2022-06-20
5076,17562,20-Jun-22,RT4,2,6,2022-06-20
5077,19561,20-Jun-22,RT4,2,7,2022-06-20
5078,19563,20-Jun-22,RT4,2,6,2022-06-20
5079,16558,20-Jun-22,RT4,2,3,2022-06-20
5080,17560,20-Jun-22,RT4,4,13,2022-06-20
5081,16561,20-Jun-22,RT4,5,10,2022-06-20
5082,18561,20-Jun-22,RT4,5,9,2022-06-20
5083,17564,20-Jun-22,RT4,6,17,2022-06-20
5084,19559,20-Jun-22,RT4,1,3,2022-06-20
5085,18560,20-Jun-22,RT4,7,15,2022-06-20
5086,19560,20-Jun-22,RT4,8,16,2022-06-20
5087,18559,20-Jun-22,RT4,8,19,2022-06-20
5088,17563,20-Jun-22,RT4,10,19,2022-06-20
5089,19562,20-Jun-22,RT4,8,14,2022-06-20
5090,17559,20-Jun-22,RT4,8,14,2022-06-20
5091,18558,20-Jun-22,RT4,8,20,2022-06-20
5092,18562,20-Jun-22,RT4,11,20,2022-06-20
5093,18563,20-Jun-22,RT4,7,18,2022-06-20
5094,16563,20-Jun-22,RT4,10,18,2022-06-20
5095,16559,20-Jun-22,RT4,11,18,2022-06-20
5096,16562,20-Jun-22,RT4,3,6,2022-06-20
5097,17558,20-Jun-22,RT4,3,6,2022-06-20
5098,16560,20-Jun-22,RT4,3,7,2022-06-20
5099,19558,20-Jun-22,RT4,3,7,2022-06-20
5100,16559,21-Jun-22,RT1,13,30,2022-06-21
5101,18560,21-Jun-22,RT1,15,30,2022-06-21
5102,19562,21-Jun-22,RT1,12,30,2022-06-21
5103,19563,21-Jun-22,RT1,13,30,2022-06-21
5104,17558,21-Jun-22,RT1,6,19,2022-06-21
5105,16558,21-Jun-22,RT1,9,19,2022-06-21
5106,17560,21-Jun-22,RT1,15,40,2022-06-21
5107,19558,21-Jun-22,RT1,14,40,2022-06-21
5108,19560,21-Jun-22,RT1,13,26,2022-06-21
5109,17561,21-Jun-22,RT1,13,26,2022-06-21
5110,16560,21-Jun-22,RT1,15,34,2022-06-21
5111,16561,21-Jun-22,RT1,10,18,2022-06-21
5112,16562,21-Jun-22,RT1,13,31,2022-06-21
5113,16563,21-Jun-22,RT1,22,41,2022-06-21
5114,17559,21-Jun-22,RT1,17,32,2022-06-21
5115,17562,21-Jun-22,RT1,7,20,2022-06-21
5116,17563,21-Jun-22,RT1,14,25,2022-06-21
5117,18558,21-Jun-22,RT1,8,15,2022-06-21
5118,18559,21-Jun-22,RT1,12,42,2022-06-21
5119,18561,21-Jun-22,RT1,18,33,2022-06-21
5120,18562,21-Jun-22,RT1,20,38,2022-06-21
5121,18563,21-Jun-22,RT1,11,27,2022-06-21
5122,19559,21-Jun-22,RT1,10,24,2022-06-21
5123,19561,21-Jun-22,RT1,13,36,2022-06-21
5124,17564,21-Jun-22,RT1,6,16,2022-06-21
5125,19562,21-Jun-22,RT2,11,23,2022-06-21
5126,18563,21-Jun-22,RT2,10,29,2022-06-21
5127,17561,21-Jun-22,RT2,20,36,2022-06-21
5128,17558,21-Jun-22,RT2,21,50,2022-06-21
5129,16562,21-Jun-22,RT2,21,43,2022-06-21
5130,16561,21-Jun-22,RT2,13,24,2022-06-21
5131,16558,21-Jun-22,RT2,10,22,2022-06-21
5132,19560,21-Jun-22,RT2,21,38,2022-06-21
5133,16563,21-Jun-22,RT2,21,38,2022-06-21
5134,16559,21-Jun-22,RT2,23,41,2022-06-21
5135,19559,21-Jun-22,RT2,18,41,2022-06-21
5136,19558,21-Jun-22,RT2,14,39,2022-06-21
5137,17559,21-Jun-22,RT2,23,39,2022-06-21
5138,16560,21-Jun-22,RT2,15,34,2022-06-21
5139,18562,21-Jun-22,RT2,22,34,2022-06-21
5140,18559,21-Jun-22,RT2,14,44,2022-06-21
5141,17563,21-Jun-22,RT2,21,44,2022-06-21
5142,17562,21-Jun-22,RT2,11,30,2022-06-21
5143,18558,21-Jun-22,RT2,13,30,2022-06-21
5144,17564,21-Jun-22,RT2,12,40,2022-06-21
5145,18561,21-Jun-22,RT2,19,40,2022-06-21
5146,18560,21-Jun-22,RT2,19,40,2022-06-21
5147,17560,21-Jun-22,RT2,19,45,2022-06-21
5148,19561,21-Jun-22,RT2,20,45,2022-06-21
5149,19563,21-Jun-22,RT2,22,45,2022-06-21
5150,19563,21-Jun-22,RT3,12,29,2022-06-21
5151,19562,21-Jun-22,RT3,13,29,2022-06-21
5152,19561,21-Jun-22,RT3,11,29,2022-06-21
