,index,customer_id,month,category,payment_type,spend
31124,124616,ATQCUS0241,July,Groceries,Credit Card,1514.0
31125,124619,ATQCUS0359,September,Travel,Credit Card,4205.0
31126,124620,ATQCUS3763,July,Entertainment,Credit Card,1100.0
31127,124626,ATQCUS2786,May,Travel,Credit Card,819.0
31128,124627,ATQCUS0602,August,Apparel,Credit Card,321.0
31129,124630,ATQCUS2582,October,Apparel,Credit Card,734.0
31130,124633,ATQCUS0218,June,Entertainment,Credit Card,620.0
31131,124643,ATQCUS3943,May,Apparel,Credit Card,1415.0
31132,124644,ATQCUS2584,August,Bills,Credit Card,1679.0
31133,124660,ATQCUS3553,October,Electronics,Credit Card,2475.0
31134,124662,ATQCUS2631,June,Food,Credit Card,477.0
31135,124677,ATQCUS3181,October,Electronics,Credit Card,797.0
31136,124678,ATQCUS1490,September,Groceries,Credit Card,611.0
31137,124680,ATQCUS2565,May,Entertainment,Credit Card,372.0
31138,124686,ATQCUS1820,June,Others,Credit Card,255.0
31139,124696,ATQCUS0191,October,Groceries,Credit Card,1985.0
31140,124698,ATQCUS1012,June,Others,Credit Card,348.0
31141,124714,ATQCUS2037,June,Bills,Credit Card,175.0
31142,124720,ATQCUS3286,June,Others,Credit Card,233.0
31143,124722,ATQCUS3307,May,Food,Credit Card,866.0
31144,124734,ATQCUS2859,August,Electronics,Credit Card,671.0
31145,124736,ATQCUS3046,May,Travel,Credit Card,1375.0
31146,124737,ATQCUS3770,May,Electronics,Credit Card,325.0
31147,124738,ATQCUS1984,June,Others,Credit Card,200.0
31148,124739,ATQCUS0655,October,Bills,Credit Card,1984.0
31149,124740,ATQCUS0665,September,Apparel,Credit Card,273.0
31150,124744,ATQCUS1403,July,Others,Credit Card,184.0
31151,124748,ATQCUS0002,July,Bills,Credit Card,509.0
31152,124749,ATQCUS1429,July,Others,Credit Card,153.0
31153,124750,ATQCUS1252,October,Bills,Credit Card,1823.0
31154,124752,ATQCUS3742,May,Electronics,Credit Card,966.0
31155,124758,ATQCUS0885,October,Food,Credit Card,368.0
31156,124759,ATQCUS1014,August,Food,Credit Card,611.0
31157,124771,ATQCUS2479,May,Others,Credit Card,407.0
31158,124782,ATQCUS2716,May,Travel,Credit Card,1443.0
31159,124788,ATQCUS2080,October,Electronics,Credit Card,3145.0
31160,124795,ATQCUS3773,June,Health & Wellness,Credit Card,491.0
31161,124820,ATQCUS3559,July,Bills,Credit Card,1443.0
31162,124830,ATQCUS0387,October,Apparel,Credit Card,262.0
31163,124836,ATQCUS0211,September,Food,Credit Card,1240.0
31164,124837,ATQCUS2910,August,Entertainment,Credit Card,329.0
31165,124839,ATQCUS2011,May,Health & Wellness,Credit Card,919.0
31166,124842,ATQCUS0430,August,Entertainment,Credit Card,501.0
31167,124853,ATQCUS1268,May,Groceries,Credit Card,968.0
31168,124859,ATQCUS1735,August,Groceries,Credit Card,851.0
31169,124860,ATQCUS2116,July,Food,Credit Card,649.0
31170,124873,ATQCUS1321,September,Groceries,Credit Card,1060.0
31171,124882,ATQCUS0234,May,Food,Credit Card,615.0
31172,124884,ATQCUS2755,August,Travel,Credit Card,919.0
31173,124892,ATQCUS2125,July,Groceries,Credit Card,929.0
31174,124902,ATQCUS3226,June,Others,Credit Card,78.0
31175,124905,ATQCUS1800,August,Apparel,Credit Card,340.0
31176,124922,ATQCUS1712,July,Entertainment,Credit Card,513.0
31177,124925,ATQCUS1435,September,Bills,Credit Card,1973.0
31178,124929,ATQCUS3249,May,Entertainment,Credit Card,1553.0
31179,124931,ATQCUS1644,May,Apparel,Credit Card,127.0
31180,124936,ATQCUS0260,October,Electronics,Credit Card,1519.0
31181,124937,ATQCUS0200,September,Electronics,Credit Card,2007.0
31182,124944,ATQCUS1247,June,Health & Wellness,Credit Card,2248.0
31183,124953,ATQCUS0209,September,Electronics,Credit Card,2591.0
31184,124957,ATQCUS3107,September,Food,Credit Card,507.0
31185,124958,ATQCUS3337,August,Health & Wellness,Credit Card,317.0
31186,124968,ATQCUS0108,August,Food,Credit Card,702.0
31187,124973,ATQCUS2166,July,Others,Credit Card,237.0
31188,124976,ATQCUS0442,June,Apparel,Credit Card,293.0
31189,124977,ATQCUS0777,June,Entertainment,Credit Card,970.0
31190,124979,ATQCUS0799,July,Entertainment,Credit Card,876.0
31191,124980,ATQCUS3063,August,Electronics,Credit Card,620.0
31192,124983,ATQCUS0613,September,Food,Credit Card,1286.0
31193,124990,ATQCUS0083,July,Health & Wellness,Credit Card,221.0
31194,124991,ATQCUS0106,June,Bills,Credit Card,158.0
31195,124994,ATQCUS1184,August,Travel,Credit Card,890.0
31196,124995,ATQCUS0323,August,Entertainment,Credit Card,1737.0
31197,124998,ATQCUS2558,October,Entertainment,Credit Card,551.0
31198,125004,ATQCUS2068,July,Electronics,Credit Card,433.0
31199,125018,ATQCUS1327,October,Health & Wellness,Credit Card,560.0
31200,125020,ATQCUS1052,August,Entertainment,Credit Card,428.0
31201,125023,ATQCUS3273,October,Food,Credit Card,529.0
31202,125025,ATQCUS0652,August,Apparel,Credit Card,205.0
31203,125026,ATQCUS1138,July,Others,Credit Card,229.0
31204,125032,ATQCUS1712,May,Food,Credit Card,369.0
31205,125034,ATQCUS0183,July,Food,Credit Card,478.0
31206,125037,ATQCUS1889,October,Bills,Credit Card,1794.0
31207,125039,ATQCUS3754,July,Food,Credit Card,1030.0
31208,125048,ATQCUS3478,June,Electronics,Credit Card,2696.0
31209,125071,ATQCUS2078,July,Bills,Credit Card,60.0
31210,125072,ATQCUS3778,July,Health & Wellness,Credit Card,435.0
31211,125078,ATQCUS0682,May,Others,Credit Card,184.0
31212,125080,ATQCUS0345,June,Health & Wellness,Credit Card,926.0
31213,125089,ATQCUS2371,October,Groceries,Credit Card,1210.0
31214,125090,ATQCUS2138,August,Apparel,Credit Card,963.0
31215,125091,ATQCUS2223,September,Others,Credit Card,374.0
31216,125102,ATQCUS0236,June,Food,Credit Card,828.0
31217,125107,ATQCUS1874,September,Health & Wellness,Credit Card,519.0
31218,125113,ATQCUS3530,June,Others,Credit Card,237.0
31219,125114,ATQCUS3543,October,Electronics,Credit Card,3271.0
31220,125117,ATQCUS3214,June,Electronics,Credit Card,1540.0
31221,125127,ATQCUS1659,May,Others,Credit Card,188.0
31222,125132,ATQCUS1751,July,Bills,Credit Card,2909.0
31223,125133,ATQCUS1197,June,Health & Wellness,Credit Card,646.0
31224,125142,ATQCUS3613,May,Apparel,Credit Card,117.0
31225,125154,ATQCUS2948,June,Groceries,Credit Card,367.0
31226,125160,ATQCUS1489,May,Travel,Credit Card,339.0
31227,125164,ATQCUS1487,June,Apparel,Credit Card,163.0
31228,125172,ATQCUS1503,September,Others,Credit Card,193.0
31229,125176,ATQCUS1459,September,Electronics,Credit Card,1878.0
31230,125179,ATQCUS0880,May,Bills,Credit Card,1722.0
31231,125181,ATQCUS2135,May,Entertainment,Credit Card,198.0
31232,125183,ATQCUS0761,September,Electronics,Credit Card,1228.0
31233,125184,ATQCUS3982,July,Apparel,Credit Card,756.0
31234,125186,ATQCUS1758,June,Groceries,Credit Card,1317.0
31235,125193,ATQCUS2519,July,Health & Wellness,Credit Card,861.0
31236,125197,ATQCUS2547,October,Groceries,Credit Card,1471.0
31237,125198,ATQCUS0068,August,Electronics,Credit Card,2053.0
31238,125201,ATQCUS0130,May,Food,Credit Card,547.0
31239,125202,ATQCUS3932,May,Electronics,Credit Card,694.0
31240,125213,ATQCUS1195,September,Food,Credit Card,388.0
31241,125214,ATQCUS0783,May,Apparel,Credit Card,209.0
31242,125216,ATQCUS2463,July,Food,Credit Card,789.0
31243,125217,ATQCUS1149,September,Electronics,Credit Card,3131.0
31244,125224,ATQCUS3384,October,Others,Credit Card,100.0
31245,125226,ATQCUS1004,May,Groceries,Credit Card,1228.0
31246,125231,ATQCUS0303,August,Electronics,Credit Card,2178.0
31247,125242,ATQCUS3526,August,Entertainment,Credit Card,1186.0
31248,125246,ATQCUS1320,October,Health & Wellness,Credit Card,673.0
31249,125251,ATQCUS2490,July,Groceries,Credit Card,436.0
31250,125252,ATQCUS0734,May,Entertainment,Credit Card,279.0
31251,125262,ATQCUS2124,September,Travel,Credit Card,1930.0
31252,125264,ATQCUS3096,October,Bills,Credit Card,1168.0
31253,125268,ATQCUS3279,May,Others,Credit Card,187.0
31254,125269,ATQCUS3761,October,Electronics,Credit Card,1116.0
31255,125273,ATQCUS0315,September,Health & Wellness,Credit Card,668.0
31256,125280,ATQCUS3884,May,Health & Wellness,Credit Card,449.0
31257,125282,ATQCUS1338,May,Bills,Credit Card,1264.0
31258,125285,ATQCUS0900,August,Others,Credit Card,751.0
31259,125291,ATQCUS1173,September,Electronics,Credit Card,1104.0
31260,125292,ATQCUS0385,September,Groceries,Credit Card,2574.0
31261,125294,ATQCUS1395,June,Electronics,Credit Card,1214.0
31262,125295,ATQCUS0345,September,Groceries,Credit Card,5616.0
31263,125299,ATQCUS0509,July,Food,Credit Card,530.0
31264,125313,ATQCUS1503,May,Others,Credit Card,96.0
31265,125320,ATQCUS3885,May,Entertainment,Credit Card,229.0
31266,125322,ATQCUS0660,July,Electronics,Credit Card,1579.0
31267,125323,ATQCUS3162,July,Entertainment,Credit Card,2607.0
31268,125327,ATQCUS2231,October,Health & Wellness,Credit Card,859.0
31269,125335,ATQCUS2955,September,Entertainment,Credit Card,215.0
31270,125338,ATQCUS2937,June,Bills,Credit Card,895.0
31271,125341,ATQCUS2829,May,Others,Credit Card,130.0
31272,125345,ATQCUS1514,August,Electronics,Credit Card,1203.0
31273,125351,ATQCUS1375,June,Entertainment,Credit Card,488.0
31274,125352,ATQCUS0267,June,Entertainment,Credit Card,422.0
31275,125353,ATQCUS0327,July,Apparel,Credit Card,501.0
31276,125356,ATQCUS2861,October,Health & Wellness,Credit Card,883.0
31277,125358,ATQCUS3191,July,Groceries,Credit Card,329.0
31278,125360,ATQCUS3604,July,Apparel,Credit Card,141.0
31279,125361,ATQCUS2402,July,Health & Wellness,Credit Card,709.0
31280,125375,ATQCUS3620,August,Groceries,Credit Card,2141.0
31281,125376,ATQCUS3785,July,Apparel,Credit Card,1204.0
31282,125377,ATQCUS2479,August,Others,Credit Card,514.0
31283,125380,ATQCUS2342,August,Travel,Credit Card,1426.0
31284,125381,ATQCUS2321,September,Travel,Credit Card,2807.0
31285,125385,ATQCUS0380,September,Apparel,Credit Card,441.0
31286,125387,ATQCUS2377,May,Groceries,Credit Card,806.0
31287,125394,ATQCUS3647,May,Food,Credit Card,325.0
31288,125399,ATQCUS2112,July,Groceries,Credit Card,1448.0
31289,125404,ATQCUS2462,August,Groceries,Credit Card,1628.0
31290,125408,ATQCUS3957,August,Entertainment,Credit Card,310.0
31291,125409,ATQCUS0673,June,Bills,Credit Card,1475.0
31292,125410,ATQCUS0218,June,Apparel,Credit Card,396.0
31293,125411,ATQCUS1096,July,Health & Wellness,Credit Card,1755.0
31294,125413,ATQCUS1367,June,Health & Wellness,Credit Card,1029.0
31295,125414,ATQCUS3895,October,Entertainment,Credit Card,991.0
31296,125418,ATQCUS3973,October,Health & Wellness,Credit Card,940.0
31297,125421,ATQCUS2819,June,Entertainment,Credit Card,234.0
31298,125424,ATQCUS0059,September,Travel,Credit Card,301.0
31299,125426,ATQCUS0896,May,Apparel,Credit Card,671.0
31300,125431,ATQCUS1954,May,Bills,Credit Card,1609.0
31301,125433,ATQCUS1574,September,Health & Wellness,Credit Card,1114.0
31302,125439,ATQCUS0681,June,Food,Credit Card,524.0
31303,125441,ATQCUS3836,July,Apparel,Credit Card,1335.0
31304,125442,ATQCUS2144,May,Bills,Credit Card,1368.0
31305,125449,ATQCUS2143,September,Apparel,Credit Card,951.0
31306,125450,ATQCUS3536,August,Travel,Credit Card,2753.0
31307,125452,ATQCUS2464,September,Entertainment,Credit Card,923.0
31308,125453,ATQCUS2690,July,Food,Credit Card,585.0
31309,125460,ATQCUS0731,September,Food,Credit Card,341.0
31310,125462,ATQCUS2815,June,Electronics,Credit Card,874.0
31311,125465,ATQCUS3801,October,Entertainment,Credit Card,924.0
31312,125477,ATQCUS1787,August,Others,Credit Card,364.0
31313,125480,ATQCUS2013,August,Entertainment,Credit Card,1014.0
31314,125491,ATQCUS2919,June,Apparel,Credit Card,520.0
31315,125497,ATQCUS0040,May,Others,Credit Card,63.0
31316,125515,ATQCUS3156,May,Apparel,Credit Card,970.0
31317,125517,ATQCUS2940,June,Apparel,Credit Card,690.0
31318,125525,ATQCUS1745,September,Travel,Credit Card,1088.0
31319,125536,ATQCUS1976,September,Entertainment,Credit Card,670.0
31320,125547,ATQCUS1901,July,Food,Credit Card,305.0
31321,125549,ATQCUS3540,June,Electronics,Credit Card,3390.0
31322,125555,ATQCUS3393,August,Electronics,Credit Card,642.0
31323,125556,ATQCUS2719,September,Entertainment,Credit Card,452.0
31324,125557,ATQCUS0960,August,Health & Wellness,Credit Card,1026.0
31325,125562,ATQCUS1287,July,Travel,Credit Card,1213.0
31326,125565,ATQCUS1749,June,Others,Credit Card,302.0
31327,125566,ATQCUS0489,June,Travel,Credit Card,1434.0
31328,125567,ATQCUS2122,October,Others,Credit Card,243.0
31329,125569,ATQCUS2185,October,Bills,Credit Card,2632.0
31330,125571,ATQCUS0151,May,Electronics,Credit Card,3039.0
31331,125574,ATQCUS2159,September,Groceries,Credit Card,823.0
31332,125583,ATQCUS2459,August,Groceries,Credit Card,1743.0
31333,125589,ATQCUS2788,May,Electronics,Credit Card,905.0
31334,125590,ATQCUS0254,May,Entertainment,Credit Card,492.0
31335,125592,ATQCUS1614,October,Electronics,Credit Card,752.0
31336,125600,ATQCUS3225,May,Food,Credit Card,414.0
31337,125607,ATQCUS0801,August,Groceries,Credit Card,1639.0
31338,125609,ATQCUS1117,October,Entertainment,Credit Card,437.0
31339,125613,ATQCUS3470,July,Groceries,Credit Card,1563.0
31340,125614,ATQCUS3177,July,Entertainment,Credit Card,1376.0
31341,125616,ATQCUS0419,September,Electronics,Credit Card,1854.0
31342,125620,ATQCUS3294,May,Health & Wellness,Credit Card,262.0
31343,125627,ATQCUS2880,September,Others,Credit Card,236.0
31344,125632,ATQCUS2903,May,Health & Wellness,Credit Card,2096.0
31345,125636,ATQCUS2930,July,Health & Wellness,Credit Card,1251.0
31346,125637,ATQCUS2171,October,Entertainment,Credit Card,313.0
31347,125638,ATQCUS0372,October,Apparel,Credit Card,214.0
31348,125640,ATQCUS1907,August,Others,Credit Card,288.0
31349,125642,ATQCUS2181,May,Others,Credit Card,576.0
31350,125653,ATQCUS1866,September,Others,Credit Card,283.0
31351,125655,ATQCUS0724,June,Health & Wellness,Credit Card,245.0
31352,125659,ATQCUS2090,September,Others,Credit Card,503.0
31353,125664,ATQCUS1742,June,Apparel,Credit Card,208.0
31354,125669,ATQCUS0928,August,Travel,Credit Card,1651.0
31355,125671,ATQCUS0898,May,Bills,Credit Card,3005.0
31356,125672,ATQCUS1813,June,Bills,Credit Card,2581.0
31357,125673,ATQCUS3207,October,Bills,Credit Card,451.0
31358,125675,ATQCUS0267,May,Travel,Credit Card,631.0
31359,125676,ATQCUS2121,May,Travel,Credit Card,1245.0
31360,125677,ATQCUS2181,May,Groceries,Credit Card,931.0
31361,125695,ATQCUS2012,October,Others,Credit Card,325.0
31362,125697,ATQCUS2799,October,Travel,Credit Card,951.0
31363,125699,ATQCUS1491,October,Others,Credit Card,85.0
31364,125711,ATQCUS2518,June,Electronics,Credit Card,742.0
31365,125716,ATQCUS3760,September,Food,Credit Card,1606.0
31366,125719,ATQCUS2162,September,Electronics,Credit Card,969.0
31367,125722,ATQCUS3430,October,Health & Wellness,Credit Card,342.0
31368,125725,ATQCUS2526,September,Travel,Credit Card,2757.0
31369,125726,ATQCUS0888,October,Bills,Credit Card,1494.0
31370,125728,ATQCUS2857,May,Apparel,Credit Card,405.0
31371,125729,ATQCUS0377,August,Apparel,Credit Card,393.0
31372,125730,ATQCUS3304,May,Bills,Credit Card,609.0
31373,125741,ATQCUS3657,August,Food,Credit Card,706.0
31374,125745,ATQCUS1962,May,Health & Wellness,Credit Card,1160.0
31375,125749,ATQCUS3280,October,Travel,Credit Card,418.0
31376,125750,ATQCUS2810,October,Others,Credit Card,287.0
31377,125752,ATQCUS0791,July,Health & Wellness,Credit Card,824.0
31378,125760,ATQCUS0358,June,Travel,Credit Card,1893.0
31379,125766,ATQCUS2121,June,Health & Wellness,Credit Card,1381.0
31380,125772,ATQCUS3827,May,Health & Wellness,Credit Card,365.0
31381,125775,ATQCUS3692,May,Food,Credit Card,626.0
31382,125787,ATQCUS2894,August,Others,Credit Card,299.0
31383,125788,ATQCUS2641,June,Groceries,Credit Card,1639.0
31384,125793,ATQCUS3179,October,Health & Wellness,Credit Card,206.0
31385,125795,ATQCUS3485,October,Entertainment,Credit Card,635.0
31386,125801,ATQCUS1017,August,Groceries,Credit Card,1558.0
31387,125806,ATQCUS0654,June,Bills,Credit Card,1552.0
31388,125817,ATQCUS1768,October,Apparel,Credit Card,265.0
31389,125819,ATQCUS3704,October,Entertainment,Credit Card,403.0
31390,125821,ATQCUS3811,September,Health & Wellness,Credit Card,2318.0
31391,125823,ATQCUS0956,June,Bills,Credit Card,2796.0
31392,125831,ATQCUS0553,August,Others,Credit Card,269.0
31393,125836,ATQCUS1931,September,Apparel,Credit Card,205.0
31394,125844,ATQCUS2792,July,Health & Wellness,Credit Card,2515.0
31395,125848,ATQCUS0598,July,Bills,Credit Card,3023.0
31396,125849,ATQCUS0111,September,Health & Wellness,Credit Card,770.0
31397,125857,ATQCUS0360,May,Others,Credit Card,381.0
31398,125862,ATQCUS1842,August,Groceries,Credit Card,1136.0
31399,125879,ATQCUS3585,June,Bills,Credit Card,2288.0
31400,125881,ATQCUS2721,May,Electronics,Credit Card,1430.0
31401,125889,ATQCUS3193,August,Apparel,Credit Card,741.0
31402,125890,ATQCUS3320,June,Entertainment,Credit Card,1040.0
31403,125896,ATQCUS1529,September,Entertainment,Credit Card,1023.0
31404,125897,ATQCUS3850,August,Entertainment,Credit Card,440.0
31405,125898,ATQCUS2305,May,Travel,Credit Card,1090.0
31406,125902,ATQCUS3038,July,Food,Credit Card,292.0
31407,125905,ATQCUS3710,October,Health & Wellness,Credit Card,1941.0
31408,125908,ATQCUS1624,July,Travel,Credit Card,421.0
31409,125912,ATQCUS0456,August,Health & Wellness,Credit Card,634.0
31410,125914,ATQCUS2961,September,Health & Wellness,Credit Card,1698.0
31411,125921,ATQCUS0728,May,Travel,Credit Card,571.0
31412,125922,ATQCUS0826,August,Food,Credit Card,778.0
31413,125923,ATQCUS0034,September,Health & Wellness,Credit Card,213.0
31414,125924,ATQCUS3803,July,Bills,Credit Card,168.0
31415,125925,ATQCUS0238,August,Electronics,Credit Card,2899.0
31416,125932,ATQCUS0653,September,Entertainment,Credit Card,804.0
31417,125952,ATQCUS0082,June,Bills,Credit Card,266.0
31418,125957,ATQCUS0366,August,Bills,Credit Card,3217.0
31419,125959,ATQCUS3235,July,Health & Wellness,Credit Card,279.0
31420,125973,ATQCUS1110,May,Food,Credit Card,499.0
31421,125976,ATQCUS2077,August,Bills,Credit Card,81.0
31422,125980,ATQCUS1330,August,Travel,Credit Card,686.0
31423,125981,ATQCUS3051,May,Electronics,Credit Card,458.0
31424,125984,ATQCUS1576,May,Health & Wellness,Credit Card,673.0
31425,125987,ATQCUS1824,August,Electronics,Credit Card,1838.0
31426,125989,ATQCUS1817,September,Travel,Credit Card,1744.0
31427,125995,ATQCUS2746,June,Apparel,Credit Card,471.0
31428,125998,ATQCUS1915,August,Electronics,Credit Card,1454.0
31429,125999,ATQCUS2658,August,Entertainment,Credit Card,514.0
31430,126010,ATQCUS2700,June,Electronics,Credit Card,684.0
31431,126016,ATQCUS1785,September,Travel,Credit Card,1645.0
31432,126022,ATQCUS3397,October,Electronics,Credit Card,391.0
31433,126025,ATQCUS3980,September,Bills,Credit Card,1891.0
31434,126033,ATQCUS0241,July,Entertainment,Credit Card,719.0
31435,126038,ATQCUS3038,June,Apparel,Credit Card,434.0
31436,126041,ATQCUS1562,July,Others,Credit Card,208.0
31437,126054,ATQCUS2331,September,Electronics,Credit Card,1343.0
31438,126056,ATQCUS1941,May,Bills,Credit Card,601.0
31439,126058,ATQCUS0715,May,Food,Credit Card,205.0
31440,126059,ATQCUS3977,May,Entertainment,Credit Card,310.0
31441,126061,ATQCUS3811,September,Others,Credit Card,355.0
31442,126067,ATQCUS1635,October,Others,Credit Card,92.0
31443,126069,ATQCUS0772,October,Travel,Credit Card,1631.0
31444,126070,ATQCUS3146,July,Food,Credit Card,1090.0
31445,126078,ATQCUS2598,May,Entertainment,Credit Card,250.0
31446,126080,ATQCUS3110,September,Entertainment,Credit Card,177.0
31447,126085,ATQCUS3794,September,Bills,Credit Card,235.0
31448,126094,ATQCUS2360,October,Health & Wellness,Credit Card,2221.0
31449,126096,ATQCUS0785,August,Others,Credit Card,347.0
31450,126107,ATQCUS0996,June,Bills,Credit Card,2841.0
31451,126111,ATQCUS1350,June,Entertainment,Credit Card,405.0
31452,126114,ATQCUS0108,July,Apparel,Credit Card,649.0
31453,126115,ATQCUS2549,October,Electronics,Credit Card,1216.0
31454,126120,ATQCUS3449,October,Food,Credit Card,805.0
31455,126124,ATQCUS3839,October,Food,Credit Card,925.0
31456,126126,ATQCUS1519,June,Food,Credit Card,237.0
31457,126127,ATQCUS2201,August,Apparel,Credit Card,1351.0
31458,126129,ATQCUS3600,August,Groceries,Credit Card,1210.0
31459,126135,ATQCUS1691,September,Electronics,Credit Card,1757.0
31460,126137,ATQCUS1802,September,Electronics,Credit Card,800.0
31461,126140,ATQCUS3290,July,Travel,Credit Card,262.0
31462,126143,ATQCUS3565,May,Travel,Credit Card,832.0
31463,126146,ATQCUS3419,September,Bills,Credit Card,431.0
31464,126147,ATQCUS1771,June,Apparel,Credit Card,257.0
31465,126162,ATQCUS1757,August,Travel,Credit Card,1901.0
31466,126170,ATQCUS3387,August,Bills,Credit Card,413.0
31467,126171,ATQCUS0750,July,Food,Credit Card,418.0
31468,126173,ATQCUS2868,August,Bills,Credit Card,492.0
31469,126176,ATQCUS0567,May,Food,Credit Card,431.0
31470,126179,ATQCUS1165,August,Bills,Credit Card,1850.0
31471,126182,ATQCUS3656,October,Entertainment,Credit Card,573.0
31472,126184,ATQCUS0890,August,Others,Credit Card,435.0
31473,126199,ATQCUS3558,September,Health & Wellness,Credit Card,514.0
31474,126209,ATQCUS3911,May,Groceries,Credit Card,51.0
31475,126217,ATQCUS3033,July,Bills,Credit Card,1078.0
31476,126218,ATQCUS2537,May,Food,Credit Card,954.0
31477,126225,ATQCUS2229,May,Others,Credit Card,341.0
31478,126231,ATQCUS2632,June,Electronics,Credit Card,640.0
31479,126235,ATQCUS1045,May,Entertainment,Credit Card,369.0
31480,126236,ATQCUS2501,October,Health & Wellness,Credit Card,1512.0
31481,126237,ATQCUS1493,October,Groceries,Credit Card,684.0
31482,126241,ATQCUS0097,October,Others,Credit Card,72.0
31483,126242,ATQCUS1479,June,Bills,Credit Card,994.0
31484,126243,ATQCUS3431,August,Others,Credit Card,158.0
31485,126244,ATQCUS0802,July,Groceries,Credit Card,1017.0
31486,126251,ATQCUS1961,May,Bills,Credit Card,1707.0
31487,126252,ATQCUS3846,July,Apparel,Credit Card,1315.0
31488,126260,ATQCUS3203,October,Health & Wellness,Credit Card,487.0
31489,126269,ATQCUS3386,May,Groceries,Credit Card,181.0
31490,126283,ATQCUS1138,September,Groceries,Credit Card,1787.0
31491,126284,ATQCUS2576,October,Others,Credit Card,527.0
31492,126285,ATQCUS3757,August,Apparel,Credit Card,1883.0
31493,126286,ATQCUS1531,May,Apparel,Credit Card,446.0
31494,126292,ATQCUS3766,September,Entertainment,Credit Card,1524.0
31495,126293,ATQCUS3740,June,Entertainment,Credit Card,1446.0
31496,126294,ATQCUS1123,June,Groceries,Credit Card,938.0
31497,126295,ATQCUS2520,August,Health & Wellness,Credit Card,1211.0
31498,126297,ATQCUS3183,October,Others,Credit Card,99.0
31499,126298,ATQCUS0413,July,Others,Credit Card,373.0
31500,126307,ATQCUS0847,October,Others,Credit Card,432.0
31501,126310,ATQCUS1073,September,Travel,Credit Card,2765.0
31502,126317,ATQCUS2449,August,Entertainment,Credit Card,227.0
31503,126324,ATQCUS2538,August,Apparel,Credit Card,2858.0
31504,126327,ATQCUS3059,September,Apparel,Credit Card,1301.0
31505,126329,ATQCUS2916,June,Travel,Credit Card,1421.0
31506,126337,ATQCUS2373,May,Health & Wellness,Credit Card,1097.0
31507,126340,ATQCUS1552,September,Food,Credit Card,854.0
31508,126342,ATQCUS1234,September,Health & Wellness,Credit Card,1909.0
31509,126343,ATQCUS0564,September,Travel,Credit Card,1439.0
31510,126344,ATQCUS0777,October,Health & Wellness,Credit Card,806.0
31511,126347,ATQCUS1783,May,Apparel,Credit Card,254.0
31512,126358,ATQCUS0524,June,Entertainment,Credit Card,790.0
31513,126360,ATQCUS0464,August,Groceries,Credit Card,3656.0
31514,126364,ATQCUS1323,August,Others,Credit Card,186.0
31515,126369,ATQCUS1325,July,Electronics,Credit Card,1137.0
31516,126371,ATQCUS1311,September,Food,Credit Card,602.0
31517,126377,ATQCUS3464,September,Bills,Credit Card,5140.0
31518,126379,ATQCUS3477,June,Others,Credit Card,446.0
31519,126385,ATQCUS1750,September,Health & Wellness,Credit Card,1435.0
31520,126390,ATQCUS0425,May,Travel,Credit Card,780.0
31521,126395,ATQCUS0191,August,Bills,Credit Card,2780.0
31522,126396,ATQCUS2713,September,Others,Credit Card,563.0
31523,126397,ATQCUS1347,October,Travel,Credit Card,1155.0
31524,126398,ATQCUS2830,October,Health & Wellness,Credit Card,1297.0
31525,126402,ATQCUS2868,October,Health & Wellness,Credit Card,755.0
31526,126403,ATQCUS2232,June,Electronics,Credit Card,726.0
31527,126404,ATQCUS1547,August,Entertainment,Credit Card,868.0
31528,126408,ATQCUS2805,June,Bills,Credit Card,996.0
31529,126410,ATQCUS2319,August,Others,Credit Card,732.0
31530,126419,ATQCUS1860,May,Food,Credit Card,369.0
31531,126422,ATQCUS3800,July,Apparel,Credit Card,732.0
31532,126425,ATQCUS1708,October,Health & Wellness,Credit Card,1145.0
31533,126426,ATQCUS3616,October,Travel,Credit Card,1021.0
31534,126431,ATQCUS3677,July,Others,Credit Card,303.0
31535,126448,ATQCUS2604,July,Bills,Credit Card,1080.0
31536,126449,ATQCUS3171,June,Groceries,Credit Card,471.0
31537,126452,ATQCUS0512,September,Food,Credit Card,671.0
31538,126453,ATQCUS0075,May,Electronics,Credit Card,967.0
31539,126465,ATQCUS1917,May,Groceries,Credit Card,498.0
31540,126469,ATQCUS0369,September,Entertainment,Credit Card,695.0
31541,126480,ATQCUS2909,July,Electronics,Credit Card,1370.0
31542,126481,ATQCUS3333,July,Electronics,Credit Card,1080.0
31543,126482,ATQCUS2858,June,Food,Credit Card,378.0
31544,126483,ATQCUS0523,October,Entertainment,Credit Card,626.0
31545,126486,ATQCUS3163,July,Groceries,Credit Card,861.0
31546,126494,ATQCUS1183,August,Food,Credit Card,457.0
31547,126496,ATQCUS0935,September,Health & Wellness,Credit Card,2435.0
31548,126497,ATQCUS2499,May,Travel,Credit Card,872.0
31549,126498,ATQCUS2199,July,Entertainment,Credit Card,702.0
31550,126499,ATQCUS3722,July,Health & Wellness,Credit Card,677.0
31551,126502,ATQCUS1977,August,Electronics,Credit Card,1714.0
31552,126506,ATQCUS3027,August,Travel,Credit Card,1148.0
31553,126513,ATQCUS1130,August,Travel,Credit Card,1081.0
31554,126522,ATQCUS3842,May,Electronics,Credit Card,431.0
31555,126525,ATQCUS0507,July,Health & Wellness,Credit Card,388.0
31556,126531,ATQCUS3105,August,Travel,Credit Card,553.0
